GEO,DGUID,Total - Shelter-cost-to-income ratio,30% to less than 50%,50% or more,affordability_30plus,affordability_50plus,ALT_GEO_CODE,GEO_NAME,TNR_SF,TNR_LF,"Population, 2021","Population percentage change, 2016 to 2021",Population density per square kilometre,Median age of the population,Average household size,      Median total income of one-person households in 2020 ($),  Renter,    'Not suitable' and 'major repairs needed',simplified_city_nm,market,municipality,starts_2020,starts_2021,Housing Target Status
Gananoque,2021A00053507024,2565,400,175,22.4171539961014,6.82261208576998,3507024,"Gananoque, Town (T)",1.4,1.6,5383,4.3,768.4,53.2,2,37600,36.1,0.6,gananoque,,,0,0,
Westport,2021A00053507033,335,65,15,23.8805970149254,4.47761194029851,3507033,"Westport, Village (VL)",0.9,3.5,634,7.5,289,59.6,1.9,36800,31.3,0,westport,,,0,0,
Rideau Lakes,2021A00053507040,4590,355,225,12.6361655773421,4.90196078431373,3507040,"Rideau Lakes, Township (TP)",5.4,6.9,10883,5.4,15.3,55.6,2.3,40400,12.1,0.5,rideau lakes,,,0,0,
Athens,2021A00053507042,1195,75,35,9.20502092050209,2.92887029288703,3507042,"Athens, Township (TP)",1.5,2.7,3042,0.8,23.5,50.8,2.5,39600,9.5,0,athens,,,0,0,
Merrickville-Wolford,2021A00053507052,1230,135,75,17.0731707317073,6.09756097560976,3507052,"Merrickville-Wolford, Village (VL)",1.7,2.5,3135,2.2,14.6,54.4,2.3,40800,14.3,0,merrickville wolford,,,0,0,
North Grenville,2021A00053507065,6965,640,300,13.4960516870065,4.30725053840632,3507065,"North Grenville, Municipality (MU)",1.7,2.2,17964,9.2,51,46.4,2.5,52400,12.3,0,north grenville,Ottawa-Gatineau CMA (Ontario Part),North Grenville MU,3,16,
Montague,2021A00053509001,1470,115,60,11.9047619047619,4.08163265306122,3509001,"Montague, Township (TP)",0.8,0.5,3914,4.1,14.1,44.4,2.6,47200,6.7,0.7,montague,,,0,0,
Smiths Falls,2021A00053509004,4310,720,380,25.5220417633411,8.81670533642691,3509004,"Smiths Falls, Town (T)",1.7,2.2,9254,5.4,958.1,47.2,2.1,36000,45.4,0.7,smiths falls,,,0,0,
Drummond/North Elmsley,2021A00053509010,3180,250,110,11.3207547169811,3.45911949685535,3509010,"Drummond/North Elmsley, Township (TP)",2.3,2.7,8183,5.3,22.4,50.8,2.5,50800,6.7,0,drummond north elmsley,,,0,0,
Tay Valley,2021A00053509015,2325,210,90,12.9032258064516,3.87096774193548,3509015,"Tay Valley, Township (TP)",6.3,8.9,5925,4.6,11.2,57.2,2.3,46800,7.4,0,tay valley,,,0,0,
Perth,2021A00053509021,3275,490,260,22.9007633587786,7.93893129770992,3509021,"Perth, Town (T)",1.6,2.5,6469,9.1,529.8,58.4,1.9,39200,44.3,0.5,perth,,,0,0,
Beckwith,2021A00053509024,3320,270,110,11.4457831325301,3.31325301204819,3509024,"Beckwith, Township (TP)",2.1,1.8,9021,18,37.7,44.4,2.7,54000,3.7,0.3,beckwith,,,0,0,
Carleton Place,2021A00053509028,5210,805,320,21.5930902111324,6.14203454894434,3509028,"Carleton Place, Town (T)",1.7,2.3,12517,17.6,1259.4,41.6,2.4,46800,29.9,0.2,carleton place,,,0,0,
Mississippi Mills,2021A00053509030,5890,600,235,14.1765704584041,3.98981324278438,3509030,"Mississippi Mills, Town (T)",1.5,3.5,14740,12,28.8,50,2.4,48000,16.8,0,mississippi mills,,,0,0,
Lanark Highlands,2021A00053509039,2430,265,105,15.2263374485597,4.32098765432099,3509039,"Lanark Highlands, Township (TP)",4.8,7.3,5737,7.5,5.6,52,2.3,38000,11.4,0,lanark highlands,,,0,0,
Frontenac Islands,2021A00053510005,875,60,45,12,5.14285714285714,3510005,"Frontenac Islands, Township (TP)",10.5,12.4,1930,9.7,10.9,59.6,2.1,49200,7.2,0,frontenac islands,Kingston CMA,Frontenac Islands TP,0,0,
Kingston,2021A00053510010,57740,9100,5280,24.9047454104607,9.14444059577416,3510010,"Kingston, City (CY)",3.7,5.2,132485,7,293.4,41.2,2.2,42000,44.2,0.3,kingston,Kingston CMA,Kingston CY,13,106,Exceeded
South Frontenac,2021A00053510020,7775,595,295,11.4469453376206,3.79421221864952,3510020,"South Frontenac, Township (TP)",7.3,8.8,20188,8.3,21.3,48.8,2.5,48800,7.4,0.5,south frontenac,Kingston CMA,South Frontenac TP,0,0,
Central Frontenac,2021A00053510035,2140,210,110,14.9532710280374,5.14018691588785,3510035,"Central Frontenac, Township (TP)",11.5,13.2,4892,11.9,4.9,55.6,2.2,34000,12.6,0.9,central frontenac,,,0,0,
North Frontenac,2021A00053510045,1130,90,40,11.5044247787611,3.53982300884956,3510045,"North Frontenac, Township (TP)",16.4,17.4,2285,20.1,2,61.6,2,36000,5.3,0,north frontenac,,,0,0,
Loyalist,2021A00053511005,6775,770,340,16.3837638376384,5.01845018450185,3511005,"Loyalist, Township (TP)",1.8,2.9,17943,5.7,52.4,45.2,2.5,49600,16.9,0.5,loyalist,Kingston CMA,Loyalist TP,0,7,
Greater Napanee,2021A00053511015,6755,830,480,19.3930421909697,7.10584752035529,3511015,"Greater Napanee, Town (T)",1.7,2.7,16879,6.2,36.5,50.4,2.3,35200,28.1,0.4,greater napanee,,,0,0,
Stone Mills,2021A00053511030,2920,200,115,10.7876712328767,3.93835616438356,3511030,"Stone Mills, Township (TP)",2.3,3.3,7826,1.6,11.3,46.8,2.5,42400,7.5,0.3,stone mills,,,0,0,
Addington Highlands,2021A00053511035,1110,115,90,18.4684684684685,8.10810810810811,3511035,"Addington Highlands, Township (TP)",11.1,15.1,2534,9.3,2,55.6,2.2,27600,20.5,0,addington highlands,,,0,0,
Tyendinaga,2021A00053512001,1550,110,55,10.6451612903226,3.54838709677419,3512001,"Tyendinaga, Township (TP)",1.5,1,4538,7.4,14.5,42.4,2.8,41600,7.6,0.6,tyendinaga,Belleville CMA,Tyendinaga TP,0,0,
Deseronto,2021A00053512002,720,100,40,19.4444444444444,5.55555555555556,3512002,"Deseronto, Town (T)",5.1,6.6,1747,-1.5,693.5,44,2.4,31200,29.9,0,deseronto,,,0,0,
Tyendinaga Mohawk Territory,2021A00053512004,0,0,0,,,,,,,,,,,,,,,tyendinaga mohawk territory,,,0,0,
Belleville,2021A00053512005,23480,3630,1600,22.2742759795571,6.81431005110733,3512005,"Belleville, City (CY)",2.7,4.6,55071,8.6,222.8,45.2,2.3,38000,37.5,0.4,belleville,Belleville CMA,Belleville CY,130,7,Exceeded
Quinte West,2021A00053512015,18930,2030,795,14.9234020073957,4.19968304278922,3512015,"Quinte West, City (CY)",2.6,3.5,46560,6.8,94,45.6,2.4,41600,25.4,0.5,quinte west,Belleville CMA,Quinte West CY,14,13,
Stirling-Rawdon,2021A00053512020,1875,210,85,15.7333333333333,4.53333333333333,3512020,"Stirling-Rawdon, Township (TP)",2.5,4.2,5015,2.7,17.8,46.4,2.5,37600,17.7,0.5,stirling rawdon,Belleville CMA,Stirling-Rawdon TP,0,1,
Centre Hastings,2021A00053512026,1880,255,100,18.8829787234043,5.31914893617021,3512026,"Centre Hastings, Municipality (MU)",2.9,5.1,4801,0.6,21.5,49.2,2.4,34400,15.2,0,centre hastings,,,0,0,
Tweed,2021A00053512030,2510,305,110,16.5338645418327,4.38247011952191,3512030,"Tweed, Municipality (MU)",3.4,5.4,6067,0.4,6.6,53.6,2.3,35600,17.2,0,tweed,,,0,0,
Madoc,2021A00053512036,815,90,40,15.9509202453988,4.9079754601227,3512036,"Madoc, Township (TP)",1.6,3.4,2233,7.5,8.1,49.6,2.6,38800,12.1,0,madoc,,,0,0,
Marmora and Lake,2021A00053512046,1865,220,145,19.5710455764075,7.77479892761394,3512046,"Marmora and Lake, Municipality (MU)",4.8,8.6,4267,7.9,7.9,56,2.2,30600,18.3,1.1,marmora and lake,,,0,0,
Tudor and Cashel,2021A00053512048,355,50,20,19.7183098591549,5.63380281690141,3512048,"Tudor and Cashel, Township (TP)",9.6,12.9,740,26.3,1.7,57.2,2.1,33200,10,0,tudor and cashel,,,0,0,
Limerick,2021A00053512051,200,20,0,10,0,3512051,"Limerick, Township (TP)",16.8,18,436,26,2.2,60,2.1,32400,7.7,0,limerick,,,0,0,
Wollaston,2021A00053512054,365,35,40,20.5479452054795,10.958904109589,3512054,"Wollaston, Township (TP)",16.7,20.4,721,7.6,3.3,58,2,33600,9.7,0,wollaston,,,0,0,
Faraday,2021A00053512058,750,70,50,16,6.66666666666667,3512058,"Faraday, Township (TP)",8.1,8.4,1612,15.1,7.4,57.2,2.1,36400,9.9,0,faraday,,,0,0,
Bancroft,2021A00053512061,1805,255,130,21.3296398891967,7.20221606648199,3512061,"Bancroft, Town (T)",2.5,4.9,4065,4.7,17.9,56,2.1,28000,34.4,0.6,bancroft,,,0,0,
Carlow/Mayo,2021A00053512065,405,20,30,12.3456790123457,7.40740740740741,3512065,"Carlow/Mayo, Township (TP)",5.7,4.9,953,10.3,2.5,55.2,2.3,32800,12,0,carlow mayo,,,0,0,
Hastings Highlands,2021A00053512076,1980,195,95,14.6464646464646,4.7979797979798,3512076,"Hastings Highlands, Municipality (MU)",9.1,11.6,4385,7.5,4.5,57.6,2.2,36800,8.5,0.5,hastings highlands,,,0,0,
Prince Edward County,2021A00053513020,11040,1200,650,16.7572463768116,5.88768115942029,3513020,"Prince Edward County, City (CY)",3.1,5,25704,3.9,24.4,56.8,2.2,40800,18.4,0.3,prince edward county,,,0,0,
Brighton,2021A00053514004,4950,485,250,14.8484848484848,5.05050505050505,3514004,"Brighton, Municipality (MU)",1.5,3.1,12108,2.2,54.2,56,2.3,41200,14.3,0.3,brighton,,,0,0,
Cramahe,2021A00053514014,2560,295,125,16.40625,4.8828125,3514014,"Cramahe, Township (TP)",1.3,1.9,6509,2.4,32.2,49.2,2.5,39600,14.6,0.6,cramahe,,,0,0,
Hamilton,2021A00053514019,4200,365,145,12.1428571428571,3.45238095238095,3514019,"Hamilton, Township (TP)",1.9,3.3,11059,1.1,43.2,49.6,2.6,48400,6.2,0.5,hamilton,,,0,0,Exceeded
Port Hope,2021A00053514020,7230,960,545,20.8160442600277,7.53803596127248,3514020,"Port Hope, Municipality (MU)",1.1,1.6,17294,3.2,62,50.8,2.3,44000,21.7,0.8,port hope,,,0,0,
Cobourg,2021A00053514021,9130,1330,745,22.7272727272727,8.15991237677985,3514021,"Cobourg, Town (T)",1.2,1.9,20519,5.6,915.7,54.8,2.2,42000,31.3,0.5,cobourg,,,0,0,
Alnwick/Haldimand,2021A00053514024,2745,290,120,14.936247723133,4.37158469945355,3514024,"Alnwick/Haldimand, Township (TP)",2.3,3.1,7473,8.8,18.8,49.6,2.6,47200,8,0,alnwick haldimand,,,0,0,
Alderville First Nation,2021A00053514027,0,0,0,,,,,,,,,,,,,,,alderville first nation,,,0,0,
Trent Hills,2021A00053514045,5670,715,345,18.694885361552,6.08465608465609,3514045,"Trent Hills, Municipality (MU)",2.4,3.7,13861,7.4,27,55.2,2.3,34400,17.3,0.3,trent hills,,,0,0,
Asphodel-Norwood,2021A00053515003,1795,185,70,14.2061281337047,3.89972144846797,3515003,"Asphodel-Norwood, Township (TP)",1.8,4.5,4658,13.4,28.8,46,2.5,42000,12.9,0.5,asphodel norwood,,,0,0,
Otonabee-South Monaghan,2021A00053515005,2565,275,105,14.8148148148148,4.09356725146199,3515005,"Otonabee-South Monaghan, Township (TP)",4,5.3,7087,6.3,20.5,49.2,2.6,43200,10.2,0,otonabee south monaghan,Peterborough CMA,Otonabee-South Monaghan TP,0,0,
Hiawatha First Nation,2021A00053515008,0,0,0,,,,,,,,,,,,,,,hiawatha first nation,,,0,0,
Cavan Monaghan,2021A00053515013,3405,310,160,13.8032305433187,4.69897209985316,3515013,"Cavan Monaghan, Township (TP)",2.1,3.3,10016,13.4,32.7,44.8,2.8,48400,8.7,0,cavan monaghan,Peterborough CMA,Cavan Monaghan TP,1,5,
Peterborough,2021A00053515014,35975,6160,3070,25.6567060458652,8.53370396108409,3515014,"Peterborough, City (CY)",2.9,4.5,83651,3.2,1291.8,43.2,2.3,36800,40.6,0.3,peterborough,Peterborough CMA,Peterborough CY,2,9,
Selwyn,2021A00053515015,7350,705,355,14.421768707483,4.82993197278912,3515015,"Selwyn, Township (TP)",5.3,5.8,18653,9.3,59,52,2.5,45200,10.4,0,selwyn,Peterborough CMA,Selwyn TP,1,4,
Curve Lake First Nation 35,2021A00053515019,0,0,0,,,,,,,,,,,,,,,curve lake first nation 35,,,0,0,
Douro-Dummer,2021A00053515023,2795,220,125,12.3434704830054,4.47227191413238,3515023,"Douro-Dummer, Township (TP)",8.1,8.4,7632,13.8,16.6,48.4,2.6,45600,4.8,0.5,douro dummer,Peterborough CMA,Douro-Dummer TP,0,1,
Havelock-Belmont-Methuen,2021A00053515030,2205,230,125,16.0997732426304,5.66893424036281,3515030,"Havelock-Belmont-Methuen, Township (TP)",9.2,12.9,5083,12.2,9.6,54.4,2.3,38400,11.2,0.7,havelock belmont methuen,,,0,0,
North Kawartha,2021A00053515037,1335,150,45,14.6067415730337,3.37078651685393,3515037,"North Kawartha, Township (TP)",19.3,22.9,2877,16.1,3.9,59.2,2.1,36800,7.5,0,north kawartha,,,0,0,
Trent Lakes,2021A00053515044,2930,240,185,14.5051194539249,6.31399317406143,3515044,"Trent Lakes, Municipality (MU)",9.3,11.7,6439,19.3,7.7,58,2.2,42400,6.1,0.3,trent lakes,,,0,0,
Kawartha Lakes,2021A00053516010,31890,3985,2095,19.0655377861399,6.56945751019128,3516010,"Kawartha Lakes, City (CY)",2.9,4.7,79247,5.1,26.1,51.6,2.4,38800,17.2,0.2,kawartha lakes,Kawartha Lakes CA,Kawartha Lakes CY,12,44,On track
Pickering,2021A00053518001,33380,5350,2680,24.0563211503895,8.02875973636908,3518001,"Pickering, City (CY)",1.2,2.2,99186,8.1,429.2,40.8,3,54000,14.8,0.2,pickering,Toronto Other,Pickering CY,21,326,Exceeded
Ajax,2021A00053518005,39480,6555,3175,24.645390070922,8.04204660587639,3518005,"Ajax, Town (T)",1.1,1.9,126666,5.8,1900.6,38.4,3.2,51200,16.5,0.4,ajax,Toronto Other,Ajax T,8,36,On track
Whitby,2021A00053518009,46435,6785,3105,21.2985894260795,6.68676644772262,3518009,"Whitby, Town (T)",1.5,3.4,138501,7.9,944.1,40,2.9,50400,17.9,0.2,whitby,Oshawa CMA,Whitby T,29,33,On track
Oshawa,2021A00053518013,66590,12065,6265,27.5266556540021,9.40831956750263,3518013,"Oshawa, City (CY)",2.3,3.7,175383,10,1203.6,39.2,2.6,42000,35.8,0.5,oshawa,Oshawa CMA,Oshawa CY,9,36,Not met
Clarington,2021A00053518017,35745,4550,2100,18.6040005595188,5.87494754511121,3518017,"Clarington, Municipality (MU)",1.7,2.5,101427,10.2,166,39.2,2.8,52800,14.3,0.2,clarington,Oshawa CMA,Clarington MU,7,29,Not met
Scugog,2021A00053518020,8010,860,470,16.6042446941323,5.86766541822722,3518020,"Scugog, Township (TP)",1.2,1.8,21581,-0.2,45.5,49.2,2.6,46800,13,0.2,scugog,,,0,0,
Mississaugas of Scugog Island,2021A00053518022,,,,,,,,,,,,,,,,,,mississaugas of scugog island,,,0,0,
Uxbridge,2021A00053518029,7805,975,595,20.1153106982703,7.62331838565022,3518029,"Uxbridge, Township (TP)",1.9,3.2,21556,1.8,51.3,47.2,2.7,44400,15.9,0.2,uxbridge,Toronto Other,Uxbridge TP,1,0,
Brock,2021A00053518039,4660,670,275,20.2789699570815,5.90128755364807,3518039,"Brock, Township (TP)",3.6,7.4,12567,7.9,29.7,44.4,2.6,38800,18.4,0.2,brock,,,0,0,
Vaughan,2021A00053519028,103890,16630,12255,27.8034459524497,11.7961305226682,3519028,"Vaughan, City (CY)",1.5,2.3,323103,5.5,1185.9,41.6,3.1,47200,14.1,0.1,vaughan,Toronto York,Vaughan CY,15,20,Not met
Markham,2021A00053519036,110845,18735,17385,32.5860435743606,15.6840633316794,3519036,"Markham, City (CY)",1.6,2,338503,2.9,1604.8,42.4,3,45600,18.3,0.2,markham,Toronto York,Markham CY,6,35,Not met
Richmond Hill,2021A00053519038,69315,12545,13025,36.8895621438361,18.7910264733463,3519038,"Richmond Hill, Town (T)",1.7,2.1,202022,3.6,2004.4,43.6,2.9,42400,21.8,0.2,richmond hill,Toronto York,Richmond Hill T,3,6,Not met
Whitchurch-Stouffville,2021A00053519044,16670,2555,1730,25.7048590281944,10.377924415117,3519044,"Whitchurch-Stouffville, Town (T)",1.4,1.6,49864,8.8,241.6,41.6,3,53200,12,0.1,whitchurch stouffville,Toronto York,Whitchurch-Stouffville T,0,29,Exceeded
Aurora,2021A00053519046,21505,3550,2745,29.2722622645896,12.7644733782841,3519046,"Aurora, Town (T)",1.5,1.8,62057,11.9,1241.1,42,2.9,51600,18.8,0.1,aurora,Toronto York,Aurora T,2,15,Not met
Newmarket,2021A00053519048,30300,4850,3155,26.4191419141914,10.4125412541254,3519048,"Newmarket, Town (T)",1.4,2.1,87942,4.4,2284.1,41.6,2.9,45200,24.2,0.2,newmarket,Toronto York,Newmarket T,1,22,Not met
King,2021A00053519049,8825,1310,1030,26.5155807365439,11.671388101983,3519049,"King, Township (TP)",2,3,27333,11.5,82.3,43.2,3,51600,11.8,0.1,king,Toronto York,King TP,7,0,
East Gwillimbury,2021A00053519054,11400,1875,1185,26.8421052631579,10.3947368421053,3519054,"East Gwillimbury, Town (T)",1.6,2.9,34637,44.4,141.4,39.6,3,52400,15.8,0.2,east gwillimbury,Toronto York,East Gwillimbury T,3,23,Not met
Georgina,2021A00053519070,17815,2725,1460,23.4914397979231,8.19534100477126,3519070,"Georgina, Town (T)",3.4,4.6,47642,4.9,165.6,42.8,2.6,42400,18.6,0.3,georgina,Toronto York,Georgina T,69,0,On track
Chippewas of Georgina Island First Nation,2021A00053519076,,,,,,,,,,,,,,,,,,chippewas of georgina island first nation,,,0,0,
Toronto,2021A00053520005,1160885,213815,160150,32.2137851725192,13.7955094604547,3520005,"Toronto, City (C)",3.7,4.7,2794356,2.3,4427.8,39.6,2.4,45200,48.1,0.9,toronto,,,0,0,Exceeded
Mississauga,2021A00053521005,244575,41330,26825,27.8667075539201,10.9680057242155,3521005,"Mississauga, City (CY)",1.8,2.3,717961,-0.5,2452.5,40.8,2.9,46800,29.6,0.6,mississauga,Toronto Peel,Mississauga CY,22,16,Not met
Brampton,2021A00053521010,182460,36900,19455,30.8862216376192,10.6626109832292,3521010,"Brampton, City (CY)",2,3.3,656480,10.6,2469,36,3.6,45200,21.9,0.4,brampton,Toronto Peel,Brampton CY,468,217,On track
Caledon,2021A00053521024,23520,3295,1860,21.9175170068027,7.90816326530612,3521024,"Caledon, Town (T)",2.3,3.8,76581,15.2,111.2,40.8,3.2,50400,10.7,0.2,caledon,Toronto Peel,Caledon T,22,19,On track
East Garafraxa,2021A00053522001,830,70,60,15.6626506024096,7.2289156626506,3522001,"East Garafraxa, Township (TP)",1.8,3.4,2794,8.3,16.8,44,3.1,49600,8.3,0,east garafraxa,,,0,0,
Amaranth,2021A00053522008,1290,130,150,21.7054263565891,11.6279069767442,3522008,"Amaranth, Township (TP)",1.3,2.6,4327,6.1,16.3,42.4,3.2,50400,11.3,0,amaranth,,,0,0,
Grand Valley,2021A00053522010,1330,210,100,23.3082706766917,7.5187969924812,3522010,"Grand Valley, Town (T)",1.8,2.9,3851,30.3,24.3,36.8,2.8,44400,14.3,0,grand valley,,,0,0,
Mono,2021A00053522012,3075,325,210,17.3983739837398,6.82926829268293,3522012,"Mono, Town (T)",2.3,3,9421,9.4,33.8,47.2,3,56000,4.6,0,mono,Toronto Other,Mono T,0,0,
Orangeville,2021A00053522014,11055,1895,780,24.1971958389869,7.05563093622795,3522014,"Orangeville, Town (T)",1.3,2,30167,4.4,1989.5,38.8,2.7,44800,24.3,0.4,orangeville,Toronto Other,Orangeville T,0,1,
Mulmur,2021A00053522016,1320,195,100,22.3484848484848,7.57575757575758,3522016,"Mulmur, Township (TP)",3.8,5.1,3571,2.7,12.5,50,2.6,52000,5.4,0.7,mulmur,,,0,0,
Melancthon,2021A00053522019,940,125,95,23.4042553191489,10.1063829787234,3522019,"Melancthon, Township (TP)",1.1,5.4,3132,4.1,10.1,39.2,3,45200,15,0,melancthon,,,0,0,
Shelburne,2021A00053522021,3025,480,240,23.801652892562,7.93388429752066,3522021,"Shelburne, Town (T)",2,2.3,8994,10.7,1370.8,36.8,2.9,36800,19.8,0,shelburne,,,0,0,
Puslinch,2021A00053523001,2785,260,180,15.7989228007181,6.46319569120287,3523001,"Puslinch, Township (TP)",1.6,2.4,7944,8.3,37,49.2,2.8,52000,5.3,0,puslinch,Guelph CMA,Puslinch TP,0,1,
Guelph,2021A00053523008,56475,8415,4495,22.8596724214254,7.95927401505091,3523008,"Guelph, City (CY)",2.5,3.3,143740,9.1,1644.1,38.4,2.5,46000,34.3,0.3,guelph,Guelph CMA,Guelph CY,51,11,On track
Guelph/Eramosa,2021A00053523009,4705,485,225,15.0903294367694,4.78214665249734,3523009,"Guelph/Eramosa, Township (TP)",1.7,2.8,13904,8.2,47.5,45.2,2.8,51600,10.6,0.2,guelph eramosa,Guelph CMA,Guelph/Eramosa TP,0,5,
Erin,2021A00053523017,4070,430,285,17.5675675675676,7.002457002457,3523017,"Erin, Town (T)",1.4,2.5,11981,4.7,40.1,46.8,2.8,50000,10,0.2,erin,,,0,0,
Centre Wellington,2021A00053523025,11705,1410,570,16.9158479282358,4.86971379752243,3523025,"Centre Wellington, Township (TP)",1.5,1.7,31093,10.3,75.9,44.4,2.6,46000,19.4,0.1,centre wellington,,,0,0,
Mapleton,2021A00053523033,2715,240,115,13.0755064456722,4.23572744014733,3523033,"Mapleton, Township (TP)",1.4,3,10839,3,20.2,32,3.3,44800,13.6,0,mapleton,,,0,0,
Minto,2021A00053523043,3265,330,140,14.3950995405819,4.28790199081164,3523043,"Minto, Town (T)",2.5,3.4,9094,4.9,30.3,40.8,2.6,37600,23.9,0,minto,,,0,0,
Wellington North,2021A00053523050,4475,635,220,19.1061452513967,4.91620111731844,3523050,"Wellington North, Township (TP)",1.4,2.1,12431,4.3,23.6,42,2.5,36000,26.2,0.4,wellington north,,,0,0,
Oakville,2021A00053524001,73555,10155,9145,26.238868873632,12.4328733600707,3524001,"Oakville, Town (T)",1.6,1.8,213759,10.3,1538.5,41.6,2.9,55200,22.5,0.2,oakville,Toronto Other,Oakville T,307,88,On track
Burlington,2021A00053524002,73155,10675,6200,23.0674595037933,8.47515549176406,3524002,"Burlington, City (CY)",1.4,1.8,186948,2,1004.4,44.4,2.5,54000,24.9,0.2,burlington,Hamilton CMA,Burlington CY,29,3,Not met
Milton,2021A00053524009,39950,6720,3360,25.2315394242804,8.41051314142678,3524009,"Milton, Town (T)",1.4,2.6,132979,20.7,365.5,36,3.3,59200,17.4,0.2,milton,Toronto Other,Milton T,156,65,Exceeded
Halton Hills,2021A00053524015,21770,2575,1455,18.5117133670188,6.68350941662839,3524015,"Halton Hills, Town (T)",0.9,2.2,62951,2.9,227.4,42,2.9,48800,14.8,0.3,halton hills,Toronto Other,Halton Hills T,0,23,Not met
Hamilton,2021A00053525005,222305,33640,17665,23.0786532016824,7.9462900069724,3525005,"Hamilton, City (C)",2.5,3.5,569353,6,509.1,40.8,2.5,40400,34.3,0.5,hamilton,,,0,0,Exceeded
Fort Erie,2021A00053526003,14045,1795,900,19.188323246707,6.40797436810253,3526003,"Fort Erie, Town (T)",4.9,5.9,32901,7.1,197.9,51.6,2.3,39600,20.2,0.4,fort erie,St. Catharines-Niagara CMA,Fort Erie T,12,16,
Port Colborne,2021A00053526011,8665,1115,645,20.3115983843047,7.44373918061166,3526011,"Port Colborne, City (CY)",6.6,7.9,20033,9.4,164.2,50.4,2.2,37600,27.3,0.5,port colborne,St. Catharines-Niagara CMA,Port Colborne CY,0,0,
Wainfleet,2021A00053526014,2490,180,140,12.85140562249,5.62248995983936,3526014,"Wainfleet, Township (TP)",5.7,6.7,6887,8.1,31.7,47.2,2.6,42400,5.5,0,wainfleet,St. Catharines-Niagara CMA,Wainfleet TP,6,0,
West Lincoln,2021A00053526021,5040,485,240,14.3849206349206,4.76190476190476,3526021,"West Lincoln, Township (TP)",1,2.5,15454,6.6,39.9,40.8,2.9,46400,10.1,0.6,west lincoln,,,0,0,
Pelham,2021A00053526028,6860,735,290,14.9416909620991,4.22740524781341,3526028,"Pelham, Town (T)",1.2,1.4,18192,6.3,144,50.4,2.6,49200,12.4,0,pelham,St. Catharines-Niagara CMA,Pelham T,7,11,
Welland,2021A00053526032,23645,3535,1620,21.8016493973356,6.85134277860013,3526032,"Welland, City (CY)",2.1,3.6,55750,6.6,686.9,45.2,2.3,36800,31,0.3,welland,St. Catharines-Niagara CMA,Welland CY,10,120,Exceeded
Thorold,2021A00053526037,9070,1275,760,22.4366041896362,8.37927232635061,3526037,"Thorold, City (CY)",4.2,5.6,23816,26.7,285.9,37.2,2.6,38400,30.7,0.2,thorold,St. Catharines-Niagara CMA,Thorold CY,14,4,
Niagara Falls,2021A00053526043,37755,5835,2905,23.1492517547345,7.69434511985168,3526043,"Niagara Falls, City (CY)",2.7,3.4,94415,7.2,449.1,44.8,2.5,36400,29.6,0.3,niagara falls,St. Catharines-Niagara CMA,Niagara Falls CY,25,5,On track
Niagara-on-the-Lake,2021A00053526047,7690,905,595,19.5058517555267,7.73732119635891,3526047,"Niagara-on-the-Lake, Town (T)",3.5,6.2,19088,9,145.3,57.2,2.4,47600,15.3,0.1,niagara on the lake,St. Catharines-Niagara CMA,Niagara-on-the-Lake T,5,6,
St. Catharines,2021A00053526053,58875,9195,4775,23.7282377919321,8.1104033970276,3526053,"St. Catharines, City (CY)",2.6,3.7,136803,2.8,1422.1,44.8,2.3,38400,35.6,0.3,st catharines,St. Catharines-Niagara CMA,St. Catharines CY,68,9,On track
Lincoln,2021A00053526057,9355,945,460,15.0187065740246,4.91715660074826,3526057,"Lincoln, Town (T)",1.5,2.2,25719,8.1,158,44.4,2.6,46400,15.7,0.3,lincoln,St. Catharines-Niagara CMA,Lincoln T,0,0,
Grimsby,2021A00053526065,11350,1425,760,19.2511013215859,6.69603524229075,3526065,"Grimsby, Town (T)",1.2,1.7,28883,5.7,420.4,45.2,2.5,50800,17.3,0.1,grimsby,Hamilton CMA,Grimsby T,0,0,
Haldimand County,2021A00053528018,18155,2085,970,16.8273202974387,5.34288074910493,3528018,"Haldimand County, City (CY)",2.5,3.7,49216,7.9,39.4,43.6,2.6,42400,15,0.3,haldimand county,,,0,0,Not met
New Credit (Part) 40A,2021A00053528035,,,,,,,,,,,,,,,,,,new credit part 40a,,,0,0,
Six Nations (Part) 40,2021A00053528037,,,,,,,,,,,,,,,,,,six nations part 40,,,0,0,
Norfolk County,2021A00053528052,26895,2730,1450,15.5419222903885,5.39133667968024,3528052,"Norfolk County, City (CY)",2,3.1,67490,5.4,42.2,48.8,2.4,40800,18.4,0.3,norfolk county,Norfolk CA,Norfolk County CY,11,27,Not met
Brant,2021A00053529005,13845,1285,740,14.626218851571,5.34488985193211,3529005,"Brant, City (CY)",1.8,2.8,39474,10.8,48.3,44,2.7,45200,12.3,0.3,brant,Brantford CMA,Brant CY,17,44,
Brantford,2021A00053529006,41670,6360,2955,22.354211663067,7.09143268538517,3529006,"Brantford, City (CY)",2.7,4,104688,6.2,1061.2,40.8,2.5,38800,34,0.4,brantford,Brantford CMA,Brantford CY,6,119,Exceeded
Six Nations (Part) 40,2021A00053529020,,,,,,,,,,,,,,,,,,six nations part 40,,,0,0,
New Credit (Part) 40A,2021A00053529021,0,0,0,,,,,,,,,,,,,,,new credit part 40a,,,0,0,
