GEO,DGUID,Total - Shelter-cost-to-income ratio,30% to less than 50%,50% or more,affordability_30plus,affordability_50plus,ALT_GEO_CODE,GEO_NAME,TNR_SF,TNR_LF,"Population, 2021","Population percentage change, 2016 to 2021",Population density per square kilometre,Median age of the population,Average household size,      Median total income of one-person households in 2020 ($),  Renter,    'Not suitable' and 'major repairs needed',simplified_city_nm,market,municipality,starts_2020,starts_2021,Housing Target Status
Madawaska Valley,2021A00053547030,1705,185,85,15.8357771260997,4.98533724340176,3547030,"Madawaska Valley, Township (TP)",6.4,7.7,3927,-4.8,5.9,58.4,2.1,30000,16.6,0.6,madawaska valley,,,0,0,
"Killaloe, Hagarty and Richards",2021A00053547033,1085,75,55,11.9815668202765,5.06912442396313,3547033,"Killaloe, Hagarty and Richards, Township (TP)",4.1,5.3,2410,-0.4,6.2,54,2.2,29400,11.3,0,killaloe hagarty and richards,,,0,0,
Bonnechere Valley,2021A00053547035,1680,220,45,15.7738095238095,2.67857142857143,3547035,"Bonnechere Valley, Township (TP)",4.4,4.5,3898,6.1,6.6,54.4,2.2,32400,16.4,0,bonnechere valley,,,0,0,
Pikwakanagan (Golden Lake 39),2021A00053547037,0,0,0,,,,,,,,,,,,,,,pikwakanagan golden lake 39,,,0,0,
Admaston/Bromley,2021A00053547043,1000,50,30,8,3,3547043,"Admaston/Bromley, Township (TP)",1.8,3.2,2995,2,5.8,45.2,2.6,36800,10.1,0.9,admaston bromley,,,0,0,
Horton,2021A00053547046,1265,110,40,11.8577075098814,3.16205533596838,3547046,"Horton, Township (TP)",3.3,5.3,3182,10.2,20.1,48.8,2.5,36800,8.9,0,horton,,,0,0,
Renfrew,2021A00053547048,3955,565,215,19.7218710493047,5.43615676359039,3547048,"Renfrew, Town (T)",1.1,1.7,8190,-0.4,639.3,54,2,31400,41.3,0.5,renfrew,,,0,0,
Whitewater Region,2021A00053547056,2730,245,115,13.1868131868132,4.21245421245421,3547056,"Whitewater Region, Township (TP)",3,3.1,7225,3.1,13.5,47.6,2.4,40400,12.9,0,whitewater region,,,0,0,
Pembroke,2021A00053547064,6540,1000,455,22.2477064220184,6.95718654434251,3547064,"Pembroke, City (CY)",1.1,3.1,14364,3.5,1002.8,46.4,2.1,34800,42.2,0.5,pembroke,,,0,0,
North Algona Wilberforce,2021A00053547070,1230,100,45,11.7886178861789,3.65853658536585,3547070,"North Algona Wilberforce, Township (TP)",3.6,3.7,3111,6.7,8.4,52,2.4,40800,11.2,0,north algona wilberforce,,,0,0,
Laurentian Valley,2021A00053547075,3640,265,80,9.47802197802198,2.1978021978022,3547075,"Laurentian Valley, Township (TP)",0.9,1.9,9450,0.7,17.5,45.6,2.5,45600,12.1,0,laurentian valley,,,0,0,
Petawawa,2021A00053547076,6755,435,140,8.51221317542561,2.07253886010363,3547076,"Petawawa, Town (T)",1.2,2.3,18160,5.7,110.3,32,2.6,65500,35.8,0.4,petawawa,,,0,0,
Laurentian Hills,2021A00053547090,1250,105,30,10.8,2.4,3547090,"Laurentian Hills, Town (T)",1.8,3.6,2885,-2.6,4.5,42,2.3,55200,10,0,laurentian hills,,,0,0,
Deep River,2021A00053547096,1865,140,45,9.91957104557641,2.41286863270777,3547096,"Deep River, Town (T)",1.1,2.4,4175,1.6,83,47.6,2.2,55600,20.1,0,deep river,,,0,0,
"Head, Clara and Maria",2021A00053547098,,,,,,3547098,"Head, Clara and Maria, Township (TP)",1.6,4.1,267,7.7,0.4,60,2.2,28400,13,0,head clara and maria,,,0,0,
South Algonquin,2021A00053548001,530,55,0,10.377358490566,0,3548001,"South Algonquin, Township (TP)",12.2,20.9,1055,-3.7,1.2,59.6,2,35600,12.4,0,south algonquin,,,0,0,
Papineau-Cameron,2021A00053548013,420,25,20,10.7142857142857,4.76190476190476,3548013,"Papineau-Cameron, Township (TP)",1.5,2,982,-3.3,1.7,52.4,2.4,32000,8.2,0,papineau cameron,,,0,0,
Mattawan,2021A00053548019,,,,,,3548019,"Mattawan, Township (TP)",7,0,153,-5,0.8,53.2,2.2,,0,0,mattawan,,,0,0,
Mattawa,2021A00053548021,860,120,65,21.5116279069767,7.55813953488372,3548021,"Mattawa, Town (T)",2.1,4.7,1881,-5.6,513.1,53.6,2.1,26400,35.1,0,mattawa,,,0,0,
Calvin,2021A00053548022,220,20,15,15.9090909090909,6.81818181818182,3548022,"Calvin, Municipality (MU)",3.1,6,557,7.9,4,50,2.5,28600,11.1,0,calvin,,,0,0,
Bonfield,2021A00053548027,885,100,15,12.9943502824859,1.69491525423729,3548027,"Bonfield, Township (TP)",3.6,5.1,2146,7.8,10.4,48,2.4,42000,11.2,0,bonfield,North Bay CA,Bonfield TP,0,0,
Chisholm,2021A00053548031,500,60,25,17,5,3548031,"Chisholm, Township (TP)",3.9,3.6,1312,1.6,6.4,44.8,2.6,35200,4.9,0,chisholm,North Bay CA,Chisholm TP,0,0,
East Ferris,2021A00053548034,1880,185,70,13.563829787234,3.72340425531915,3548034,"East Ferris, Municipality (MU)",2.7,3.6,4946,1.7,32.6,48,2.6,44400,5,0,east ferris,North Bay CA,East Ferris MU,1,0,
North Bay,2021A00053548044,23470,3430,1500,21.0055389859395,6.39113762249681,3548044,"North Bay, City (CY)",2.1,3.8,52662,2.2,166.9,44,2.2,37200,40.8,0.3,north bay,North Bay CA,North Bay CY,0,0,Exceeded
West Nipissing,2021A00053548055,6315,900,350,19.7941409342835,5.54235946159937,3548055,"West Nipissing / Nipissing Ouest, Municipality (M)",3.8,5.4,14583,1.5,7.5,51.2,2.2,31600,31.7,0.3,west nipissing,,,0,0,
Temagami,2021A00053548069,435,35,30,14.9425287356322,6.89655172413793,3548069,"Temagami, Municipality (MU)",18.8,25.6,862,7.5,0.5,61.2,1.9,40000,18.6,0,temagami,,,0,0,
Bear Island 1,2021A00053548072,,,,,,,,,,,,,,,,,,bear island 1,,,0,0,
Nipissing 10,2021A00053548073,0,0,0,,,,,,,,,,,,,,,nipissing 10,,,0,0,
"Nipissing, Unorganized, South Part",2021A00053548091,,,,,,3548091,"Nipissing, Unorganized, South Part, Unorganized (NO)",36,45.1,102,-1,0,60,1.9,,0,0,nipissing unorganized south part,,,0,0,
"Nipissing, Unorganized, North Part",2021A00053548094,730,50,25,10.2739726027397,3.42465753424658,3548094,"Nipissing, Unorganized, North Part, Unorganized (NO)",9.1,15.9,1591,-10.8,0.4,54.8,2.2,37600,10.3,0,nipissing unorganized north part,North Bay CA,"Nipissing, Unorganized, North Part NO",0,0,
Seguin,2021A00053549003,2120,215,115,15.5660377358491,5.42452830188679,3549003,"Seguin, Township (TP)",14,15.1,5280,22.7,9,54.8,2.3,46000,9.8,0.7,seguin,,,0,0,
The Archipelago,2021A00053549005,490,45,0,9.18367346938776,0,3549005,"The Archipelago, Township (TP)",47.1,50.7,979,84.4,1.7,60.4,1.9,49600,8,0,the archipelago,,,0,0,
McMurrich/Monteith,2021A00053549012,420,55,35,21.4285714285714,8.33333333333333,3549012,"McMurrich/Monteith, Township (TP)",8.5,12.7,907,10.1,3.3,57.6,2.1,32400,8.4,0,mcmurrich monteith,,,0,0,
Perry,2021A00053549014,1140,105,65,14.9122807017544,5.70175438596491,3549014,"Perry, Township (TP)",7.5,13.4,2650,8,14.2,51.6,2.3,34400,9.2,0.9,perry,,,0,0,
Kearney,2021A00053549018,455,50,20,15.3846153846154,4.3956043956044,3549018,"Kearney, Town (T)",11.6,13.5,974,10.4,1.8,58.4,2.1,34000,7.6,0,kearney,,,0,0,
Armour,2021A00053549019,665,65,35,15.0375939849624,5.26315789473684,3549019,"Armour, Township (TP)",8.5,9,1459,3.2,8.9,56.8,2.2,35600,6.8,0,armour,,,0,0,
Burk's Falls,2021A00053549022,465,70,20,19.3548387096774,4.3010752688172,3549022,"Burk's Falls, Village (VL)",5.4,5,957,-2.4,310,45.2,2.1,29800,38.7,0,burk s falls,,,0,0,
Ryerson,2021A00053549024,340,30,30,17.6470588235294,8.82352941176471,3549024,"Ryerson, Township (TP)",7.3,7,745,15,4,54.8,2.2,36400,7.1,0,ryerson,,,0,0,
McKellar,2021A00053549028,680,70,30,14.7058823529412,4.41176470588235,3549028,"McKellar, Township (TP)",12.2,15.1,1419,27.7,8.1,60.4,2,46400,4.3,0,mckellar,,,0,0,
McDougall,2021A00053549031,1155,105,55,13.8528138528139,4.76190476190476,3549031,"McDougall, Municipality (MU)",5.3,6.9,2744,1.6,10.4,52,2.4,45600,8.2,0,mcdougall,,,0,0,
Parry Sound,2021A00053549032,3195,600,310,28.4820031298905,9.70266040688576,3549032,"Parry Sound, Town (T)",2.9,5.4,6879,7.4,524.9,53.2,2,34800,40.4,1.3,parry sound,,,0,0,
Carling,2021A00053549036,695,35,50,12.2302158273381,7.19424460431655,3549036,"Carling, Township (TP)",15.6,20.7,1491,32.5,6.1,58,2.1,50400,5.8,0,carling,,,0,0,
Whitestone,2021A00053549039,535,60,40,18.6915887850467,7.47663551401869,3549039,"Whitestone, Municipality (MU)",16.7,17.9,1075,17.4,1.2,61.6,2,38400,2.7,0,whitestone,,,0,0,
Magnetawan,2021A00053549043,810,85,45,16.0493827160494,5.55555555555556,3549043,"Magnetawan, Municipality (MU)",15.6,15.9,1753,26.1,3.3,59.2,2.1,37600,12.7,0,magnetawan,,,0,0,
Strong,2021A00053549046,645,100,20,18.6046511627907,3.10077519379845,3549046,"Strong, Township (TP)",6.5,10.9,1566,8.8,9.9,54.8,2.4,36400,12.1,0,strong,,,0,0,
Sundridge,2021A00053549048,440,60,0,13.6363636363636,0,3549048,"Sundridge, Village (VL)",1.6,2.1,938,-2.4,417.7,54.4,2.1,31000,14.8,0,sundridge,,,0,0,
Joly,2021A00053549051,,,,,,3549051,"Joly, Township (TP)",3.1,13.3,293,-3.6,1.5,54.8,2.3,38400,9.1,0,joly,,,0,0,
Machar,2021A00053549054,470,0,0,0,0,3549054,"Machar, Township (TP)",11.3,12,969,9.9,5.3,59.6,2.1,36400,6.3,0,machar,,,0,0,
South River,2021A00053549056,485,55,30,17.5257731958763,6.18556701030928,3549056,"South River, Village (VL)",4.5,6.8,1101,-1.2,268,49.2,2.3,26000,39.6,0,south river,,,0,0,
Powassan,2021A00053549060,1295,110,55,12.7413127413127,4.24710424710425,3549060,"Powassan, Municipality (MU)",1.7,3.3,3346,-3.2,15,50.4,2.4,36000,15,0,powassan,North Bay CA,Powassan MU,1,1,
Callander,2021A00053549066,1630,135,85,13.4969325153374,5.21472392638037,3549066,"Callander, Municipality (MU)",1.8,2.8,3964,2.6,38.5,50.4,2.4,41600,12.2,0,callander,North Bay CA,Callander MU,0,0,
Nipissing,2021A00053549071,720,75,45,16.6666666666667,6.25,3549071,"Nipissing, Township (TP)",4.5,4.6,1769,3.6,4.6,54.8,2.3,50000,6.8,0,nipissing,North Bay CA,Nipissing TP,0,0,
Shawanaga 17,2021A00053549072,,,,,,,,,,,,,,,,,,shawanaga 17,,,0,0,
Parry Island First Nation,2021A00053549073,0,0,0,,,,,,,,,,,,,,,parry island first nation,,,0,0,
Henvey Inlet 2,2021A00053549075,,,,,,,,,,,,,,,,,,henvey inlet 2,,,0,0,
French River 13,2021A00053549076,,,,,,,,,,,,,,,,,,french river 13,,,0,0,
Dokis 9,2021A00053549077,,,,,,,,,,,,,,,,,,dokis 9,,,0,0,
Magnetewan 1,2021A00053549078,,,,,,,,,,,,,,,,,,magnetewan 1,,,0,0,
Naiscoutaing 17A,2021A00053549093,,,,,,,,,,,,,,,,,,naiscoutaing 17a,,,0,0,
"Parry Sound, Unorganized, North East Part",2021A00053549095,,,,,,3549095,"Parry Sound, Unorganized, North East Part, Unorganized (NO)",5.5,18.8,179,-4.3,1,50.8,2.4,,33.3,0,parry sound unorganized north east part,,,0,0,
"Parry Sound, Unorganized, Centre Part",2021A00053549096,1245,145,55,16.0642570281125,4.41767068273092,3549096,"Parry Sound, Unorganized, Centre Part, Unorganized (NO)",12.3,13,2495,16.4,1,61.2,1.9,32800,9.5,0,parry sound unorganized centre part,,,0,0,
Tehkummah,2021A00053551001,230,25,40,28.2608695652174,17.3913043478261,3551001,"Tehkummah, Township (TP)",11.6,12.4,450,3.2,3.4,59.6,2,42400,10.2,0,tehkummah,,,0,0,
Central Manitoulin,2021A00053551006,1025,105,55,15.609756097561,5.36585365853659,3551006,"Central Manitoulin, Municipality (MU)",6.7,9.4,2235,7.2,5.2,58.4,2.1,34400,24.3,0,central manitoulin,,,0,0,
Assiginack,2021A00053551011,425,40,0,9.41176470588235,0,3551011,"Assiginack, Township (TP)",7.5,13.2,1008,-0.5,4.5,53.6,2.2,38000,17.8,0,assiginack,,,0,0,
Northeastern Manitoulin and the Islands,2021A00053551017,1175,135,55,16.1702127659574,4.68085106382979,3551017,"Northeastern Manitoulin and the Islands, Municipality (MU)",6,8.1,2641,-2.6,5.4,55.6,2.2,40000,18.3,0,northeastern manitoulin and the islands,,,0,0,
Billings,2021A00053551021,320,30,0,9.375,0,3551021,"Billings, Township (TP)",21.5,19.8,753,24.9,3.6,56.8,2.2,46400,10.8,0,billings,,,0,0,
Gore Bay,2021A00053551026,420,55,25,19.0476190476191,5.95238095238095,3551026,"Gore Bay, Town (T)",2.6,1.1,808,-6.8,157.2,56.8,2,34000,42.9,0,gore bay,,,0,0,
Gordon/Barrie Island,2021A00053551027,255,0,20,7.84313725490196,7.84313725490196,3551027,"Gordon/Barrie Island, Municipality (MU)",9.5,12.1,613,25.1,2.3,61.6,2.1,32000,13.5,0,gordon barrie island,,,0,0,
Burpee and Mills,2021A00053551028,150,0,0,0,0,3551028,"Burpee and Mills, Township (TP)",5.4,13.3,382,11.4,1.8,58,2.3,34800,5.7,0,burpee and mills,,,0,0,
Cockburn Island,2021A00053551034,,,,,,3551034,"Cockburn Island, Township (TP)",72.7,50,16,,0.1,,,,,,cockburn island,,,0,0,
Whitefish River 4,2021A00053551040,0,0,0,,,,,,,,,,,,,,,whitefish river 4,,,0,0,
Sucker Creek 23,2021A00053551041,0,0,0,,,,,,,,,,,,,,,sucker creek 23,,,0,0,
Sheguiandah 24,2021A00053551042,,,,,,,,,,,,,,,,,,sheguiandah 24,,,0,0,
Wikwemikong Unceded,2021A00053551043,0,0,0,,,,,,,,,,,,,,,wikwemikong unceded,,,0,0,
Sheshegwaning 20,2021A00053551044,,,,,,,,,,,,,,,,,,sheshegwaning 20,,,0,0,
M'Chigeeng 22,2021A00053551045,0,0,0,,,,,,,,,,,,,,,m chigeeng 22,,,0,0,
"Manitoulin, Unorganized, West Part",2021A00053551094,,,,,,3551094,"Manitoulin, Unorganized, West Part, Unorganized (NO)",16.3,22.6,219,29.6,0.5,63.2,1.8,,9.1,0,manitoulin unorganized west part,,,0,0,
Zhiibaahaasing 19A,2021A00053551100,,,,,,,,,,,,,,,,,,zhiibaahaasing 19a,,,0,0,
French River,2021A00053552001,1360,130,80,15.4411764705882,5.88235294117647,3552001,"French River / Rivière des Français, Municipality (M)",7.2,9,2828,6.2,3.9,58,2,38400,12.6,1.4,french river,,,0,0,
St.-Charles,2021A00053552004,615,35,55,14.6341463414634,8.94308943089431,3552004,"St.-Charles, Municipality (MU)",8.3,9.5,1357,6.9,4.3,55.6,2.2,36400,18.5,0,st charles,,,0,0,
Markstay-Warren,2021A00053552013,1095,135,45,16.4383561643836,4.10958904109589,3552013,"Markstay-Warren, Municipality (MU)",4.6,7.2,2708,2,5.4,45.2,2.4,33200,10.8,0.9,markstay warren,Greater Sudbury CMA,Markstay-Warren MU,0,0,
Sables-Spanish Rivers,2021A00053552023,1355,125,45,12.5461254612546,3.3210332103321,3552023,"Sables-Spanish Rivers, Township (TP)",5.2,7.1,3237,1.5,4,50.4,2.3,34000,13.7,0.7,sables spanish rivers,,,0,0,
Espanola,2021A00053552026,2300,235,85,13.9130434782609,3.69565217391304,3552026,"Espanola, Town (T)",1.6,3.6,5185,2.7,64,48.8,2.2,37200,24.3,0,espanola,,,0,0,
Baldwin,2021A00053552028,240,25,0,10.4166666666667,0,3552028,"Baldwin, Township (TP)",8.7,7.4,579,-4.3,7,52,2.4,40400,14.3,0,baldwin,,,0,0,
Nairn and Hyman,2021A00053552031,160,0,0,0,0,3552031,"Nairn and Hyman, Township (TP)",4.3,16.7,373,9.1,2.3,48.8,2.3,43600,15.2,0,nairn and hyman,,,0,0,
Killarney,2021A00053552036,170,0,0,0,0,3552036,"Killarney, Municipality (MU)",14.1,10.1,397,2.8,0.3,60,2,36800,0,0,killarney,,,0,0,
Point Grondine 3,2021A00053552037,,,,,,,,,,,,,,,,,,point grondine 3,,,0,0,
Whitefish Lake 6,2021A00053552051,0,0,0,,,,,,,,,,,,,,,whitefish lake 6,,,0,0,
Mattagami 71,2021A00053552052,,,,,,,,,,,,,,,,,,mattagami 71,,,0,0,
Chapleau 74A,2021A00053552053,,,,,,,,,,,,,,,,,,chapleau 74a,,,0,0,
Duck Lake 76B,2021A00053552054,,,,,,,,,,,,,,,,,,duck lake 76b,,,0,0,
Chapleau Cree Fox Lake,2021A00053552056,,,,,,,,,,,,,,,,,,chapleau cree fox lake,,,0,0,
Chapleau 75,2021A00053552058,,,,,,,,,,,,,,,,,,chapleau 75,,,0,0,
Chapleau,2021A00053552092,860,55,0,6.3953488372093,0,3552092,"Chapleau, Township (TP)",3.7,7.9,1942,-1.1,147.1,47.6,2.2,41600,23.4,0,chapleau,,,0,0,
"Sudbury, Unorganized, North Part",2021A00053552093,1365,115,55,12.4542124542125,4.02930402930403,3552093,"Sudbury, Unorganized, North Part, Unorganized (NO)",10.8,13.7,2902,7.6,0.1,56.8,2.1,42000,6.6,0,sudbury unorganized north part,,,0,0,
Greater Sudbury,2021A00053553005,71410,8525,3735,17.1684638005882,5.23035989357233,3553005,"Greater Sudbury / Grand Sudbury, City (CV)",3.6,4.9,166004,2.8,52.1,43.2,2.3,41600,35.5,0.3,greater sudbury,,,0,0,Exceeded
Wahnapitei 11,2021A00053553040,,,,,,,,,,,,,,,,,,wahnapitei 11,,,0,0,
Coleman,2021A00053554001,200,0,0,0,0,3554001,"Coleman, Township (TP)",12.2,16,517,-13.1,2.9,56,2.2,40000,4.9,0,coleman,,,0,0,
Latchford,2021A00053554006,155,20,0,12.9032258064516,0,3554006,"Latchford, Town (T)",9.4,12.8,355,13.4,2.3,57.2,2.1,40400,0,0,latchford,,,0,0,
Cobalt,2021A00053554008,450,35,25,13.3333333333333,5.55555555555556,3554008,"Cobalt, Town (T)",9.5,16.1,989,-12.3,478.5,48,2.2,24000,31.9,2.2,cobalt,,,0,0,
Harris,2021A00053554014,205,0,0,0,0,3554014,"Harris, Township (TP)",2,3.8,530,-2.8,10.6,50,2.6,42000,8.9,0,harris,,,0,0,
Temiskaming Shores,2021A00053554020,4245,485,220,16.6077738515901,5.18256772673734,3554020,"Temiskaming Shores, City (CY)",4.3,8.6,9634,-2.9,54.5,48.4,2.2,33200,27.7,0,temiskaming shores,,,0,0,
Hudson,2021A00053554021,225,0,0,0,0,3554021,"Hudson, Township (TP)",6.1,5.4,530,5.4,5.9,46.8,2.5,48400,12.8,0,hudson,,,0,0,
Kerns,2021A00053554024,80,0,0,0,0,3554024,"Kerns, Township (TP)",1.7,0,330,-7.8,3.6,39.2,2.7,36400,12,0,kerns,,,0,0,
Harley,2021A00053554026,170,0,0,0,0,3554026,"Harley, Township (TP)",2.7,0,524,-4.9,5.7,37.6,2.8,24600,16.2,0,harley,,,0,0,
Casey,2021A00053554029,120,0,0,0,0,3554029,"Casey, Township (TP)",4.7,6.3,341,-7.3,4.2,40.4,2.7,46400,0,0,casey,,,0,0,
Brethour,2021A00053554032,,,,,,3554032,"Brethour, Township (TP)",7.9,0,105,-15.3,1.3,46.8,2.8,,0,0,brethour,,,0,0,
Hilliard,2021A00053554034,,,,,,3554034,"Hilliard, Township (TP)",2.3,4.2,215,3.9,2.4,46.8,2.5,,14.3,0,hilliard,,,0,0,
Armstrong,2021A00053554036,475,25,25,10.5263157894737,5.26315789473684,3554036,"Armstrong, Township (TP)",2.6,6.5,1199,2.8,13.3,39.2,2.4,32400,29.7,0,armstrong,,,0,0,
Thornloe,2021A00053554038,,,,,,3554038,"Thornloe, Village (VL)",4.2,9.1,92,-17.9,14,50.4,1.9,,20,0,thornloe,,,0,0,
James,2021A00053554042,180,20,0,11.1111111111111,0,3554042,"James, Township (TP)",4.4,11.1,348,-17.1,4.1,56,1.9,33600,19.4,0,james,,,0,0,
Charlton and Dack,2021A00053554044,235,30,0,12.7659574468085,0,3554044,"Charlton and Dack, Municipality (MU)",3.1,4.7,686,0,7.4,45.2,2.6,37600,5.8,0,charlton and dack,,,0,0,
Evanturel,2021A00053554049,185,0,0,0,0,3554049,"Evanturel, Township (TP)",3.6,4.4,502,11.8,5.6,42,2.6,47600,8.1,0,evanturel,,,0,0,
Englehart,2021A00053554052,685,60,25,12.4087591240876,3.64963503649635,3554052,"Englehart, Town (T)",2.6,7.4,1442,-2.5,494.2,46.4,2,29200,32.4,0,englehart,,,0,0,
Chamberlain,2021A00053554054,,,,,,3554054,"Chamberlain, Township (TP)",3,3.6,311,-6.3,2.8,44.4,2.4,37200,0,0,chamberlain,,,0,0,
Matachewan,2021A00053554056,,,,,,3554056,"Matachewan, Township (TP)",4.4,12.1,268,19.1,0.5,53.2,2,36800,11.1,0,matachewan,,,0,0,
Matachewan 72,2021A00053554057,,,,,,,,,,,,,,,,,,matachewan 72,,,0,0,
McGarry,2021A00053554058,285,45,20,22.8070175438597,7.01754385964912,3554058,"McGarry, Township (TP)",6.2,6.6,579,-4.9,6.8,55.2,2,27400,15.8,0,mcgarry,,,0,0,
Larder Lake,2021A00053554062,370,25,20,12.1621621621622,5.40540540540541,3554062,"Larder Lake, Township (TP)",4.2,6.1,745,2.1,3.3,51.2,2.1,29200,18.9,0,larder lake,,,0,0,
Gauthier,2021A00053554066,,,,,,3554066,"Gauthier, Township (TP)",1.5,5.6,151,9.4,1.7,49.2,2.2,,20,0,gauthier,,,0,0,
Kirkland Lake,2021A00053554068,3770,535,175,18.8328912466844,4.64190981432361,3554068,"Kirkland Lake, Town (T)",3,7.6,7750,-2.9,29.7,45.2,2,32800,37.7,0.4,kirkland lake,,,0,0,
"Timiskaming, Unorganized, East Part",2021A00053554091,,,,,,3554091,"Timiskaming, Unorganized, East Part, Unorganized (NO)",50,100,5,0,0,,,,,,timiskaming unorganized east part,,,0,0,
"Timiskaming, Unorganized, West Part",2021A00053554094,1325,45,70,8.67924528301887,5.28301886792453,3554094,"Timiskaming, Unorganized, West Part, Unorganized (NO)",6.4,14.6,3210,-1.4,0.3,51.2,2.3,36800,6.9,0,timiskaming unorganized west part,,,0,0,
Black River-Matheson,2021A00053556014,1045,75,45,11.4832535885167,4.30622009569378,3556014,"Black River-Matheson, Township (TP)",6.8,13,2572,5.5,2.2,46.8,2.4,32400,17.6,0,black river matheson,,,0,0,
Timmins,2021A00053556027,17870,1915,960,16.088416340235,5.37213206491326,3556027,"Timmins, City (CY)",2.4,4.1,41145,-1.5,13.9,42,2.3,39600,33.1,0.5,timmins,,,0,0,
Iroquois Falls,2021A00053556031,1970,145,75,11.1675126903553,3.80710659898477,3556031,"Iroquois Falls, Town (T)",3.3,6.1,4418,-2.6,7.4,48,2.1,37200,25.1,0,iroquois falls,,,0,0,
Abitibi 70,2021A00053556033,,,,,,,,,,,,,,,,,,abitibi 70,,,0,0,
Cochrane,2021A00053556042,2315,210,120,14.2548596112311,5.18358531317495,3556042,"Cochrane, Town (T)",2.3,3.6,5390,1.3,10,43.6,2.3,35600,28.7,0.9,cochrane,,,0,0,
Smooth Rock Falls,2021A00053556048,580,50,0,8.62068965517242,0,3556048,"Smooth Rock Falls, Town (T)",4.1,3.4,1200,-9.8,6,58,2,41200,20.7,0,smooth rock falls,,,0,0,
Fauquier-Strickland,2021A00053556052,215,20,0,9.30232558139535,0,3556052,"Fauquier-Strickland, Township (TP)",3.5,8.8,467,-12.9,0.5,59.6,2.1,27800,18.6,0,fauquier strickland,,,0,0,
Moonbeam,2021A00053556056,520,35,0,6.73076923076923,0,3556056,"Moonbeam, Township (TP)",4,10,1157,-6,4.9,55.6,2.2,46400,7.6,0,moonbeam,,,0,0,
Kapuskasing,2021A00053556066,3785,375,125,13.2100396301189,3.30250990752972,3556066,"Kapuskasing, Town (T)",2.3,3.9,8057,-2.8,95.9,48.4,2.1,34400,33.4,0.3,kapuskasing,,,0,0,
Val Rita-Harty,2021A00053556070,305,0,15,4.91803278688525,4.91803278688525,3556070,"Val Rita-Harty, Township (TP)",4,11,757,-0.7,2,48.4,2.3,46800,11.5,0,val rita harty,,,0,0,
Opasatika,2021A00053556073,,,,,,3556073,"Opasatika, Township (TP)",2,0,200,-11.5,0.6,57.2,2,,13.6,0,opasatika,,,0,0,
Hearst,2021A00053556076,2255,225,70,13.0820399113082,3.10421286031042,3556076,"Hearst, Town (T)",2.5,5,4794,-5.4,48.9,48,2.1,35200,39.3,0,hearst,,,0,0,
Mattice-Val CÃ´tÃ©,2021A00053556077,260,0,0,0,0,3556077,"Mattice-Val Côté, Township (TP)",0.8,1.6,542,-16.4,1.3,49.6,2.2,31200,11.3,0,mattice val cote,,,0,0,
"Cochrane, Unorganized, South West Part",2021A00053556091,,,,,,3556091,"Cochrane, Unorganized, South West Part, Unorganized (NO)",100,0,5,,0,,,,,,cochrane unorganized south west part,,,0,0,
"Cochrane, Unorganized, North Part",2021A00053556092,1030,45,40,8.25242718446602,3.88349514563107,3556092,"Cochrane, Unorganized, North Part, Unorganized (NO)",8.3,14.6,2546,-11.1,0,48.8,2.4,51200,12.1,1.4,cochrane unorganized north part,,,0,0,
Fort Albany (Part) 67,2021A00053556093,0,0,0,,,,,,,,,,,,,,,fort albany part 67,,,0,0,
Factory Island 1,2021A00053556094,0,0,0,,,,,,,,,,,,,,,factory island 1,,,0,0,
Constance Lake 92,2021A00053556095,0,0,0,,,,,,,,,,,,,,,constance lake 92,,,0,0,
Moose Factory 68,2021A00053556096,,,,,,,,,,,,,,,,,,moose factory 68,,,0,0,
"Cochrane, Unorganized, South East Part",2021A00053556098,,,,,,3556098,"Cochrane, Unorganized, South East Part, Unorganized (NO)",6.7,0,25,150,0.5,,,,,,cochrane unorganized south east part,,,0,0,
Flying Post 73,2021A00053556100,,,,,,,,,,,,,,,,,,flying post 73,,,0,0,
New Post 69A,2021A00053556102,,,,,,,,,,,,,,,,,,new post 69a,,,0,0,
Moosonee,2021A00053556106,485,45,0,9.27835051546392,0,3556106,"Moosonee, Town (TV)",5.3,38.2,1512,2.1,2.8,29.8,3.1,57200,62.2,0,moosonee,,,0,0,
Jocelyn,2021A00053557001,165,0,20,12.1212121212121,12.1212121212121,3557001,"Jocelyn, Township (TP)",12,11.4,314,0.3,2.4,62,1.8,40000,0,0,jocelyn,,,0,0,
Hilton,2021A00053557004,145,0,0,0,0,3557004,"Hilton, Township (TP)",9.2,19,382,24.4,3.3,56.8,2.4,42000,7.1,0,hilton,,,0,0,
Hilton Beach,2021A00053557006,,,,,,3557006,"Hilton Beach, Village (VL)",7.1,14.8,198,15.8,78.6,56.8,2,,28.6,0,hilton beach,,,0,0,
St. Joseph,2021A00053557008,575,55,45,17.3913043478261,7.82608695652174,3557008,"St. Joseph, Township (TP)",5.2,5.6,1426,15,11.2,57.2,2.3,36400,12.3,0,st joseph,,,0,0,
Laird,2021A00053557011,450,25,0,5.55555555555556,0,3557011,"Laird, Township (TP)",2.3,3.5,1121,7.1,10.9,50.4,2.4,44400,5.3,0,laird,Sault Ste. Marie CA,Laird TP,0,0,
Tarbutt and Tarbutt Additional,2021A00053557014,245,15,0,6.12244897959184,0,3557014,"Tarbutt and Tarbutt Additional, Township (TP)",7.1,7.7,573,7.3,10.9,49.6,2.4,59200,12.2,0,tarbutt and tarbutt additional,,,0,0,
